id,source_file,suite_path,hardhat_test,scenario,expected_behavior,fixture_dependencies,foundry_destination,translation_shape,status,evidence
HH-5A03467591D6,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #unlockAndTransferFunds,reverts when a different allowlisted orchestrator attempts to unlock and transfer,EscrowV2 #unlockAndTransferFunds reverts when a different allowlisted orchestrator attempts to unlock and transfer,revert/error,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-F8596C37EE38,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #extendIntentExpiry,extends expiry when called by intent guardian,EscrowV2 #extendIntentExpiry extends expiry when called by intent guardian,asserted behavior,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-ADD07DA36013,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #extendIntentExpiry,reverts when extension exceeds maximum horizon,EscrowV2 #extendIntentExpiry reverts when extension exceeds maximum horizon,revert/error,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-67AFEB013496,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > oracle and delegated rate manager coverage paths,updates fixed floor and emits event in setCurrencyMinRate,EscrowV2 oracle and delegated rate manager coverage paths updates fixed floor and emits event in setCurrencyMinRate,event,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-B2ED720DDAF7,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > oracle and delegated rate manager coverage paths,sets oracle config and computes spread floor,EscrowV2 oracle and delegated rate manager coverage paths sets oracle config and computes spread floor,return value,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-D49B8D0CAA0C,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > oracle and delegated rate manager coverage paths,supports batch oracle config updates,EscrowV2 oracle and delegated rate manager coverage paths supports batch oracle config updates,state transition,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-75CECD7A65A0,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > oracle and delegated rate manager coverage paths,reverts batch oracle config when outer arrays mismatch,EscrowV2 oracle and delegated rate manager coverage paths reverts batch oracle config when outer arrays mismatch,revert/error,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-A5795A4DF75C,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > oracle and delegated rate manager coverage paths,removes oracle config and deactivates currency with oracle cleanup,EscrowV2 oracle and delegated rate manager coverage paths removes oracle config and deactivates currency with oracle cleanup,state transition,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-0C89EE47ADC7,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > oracle and delegated rate manager coverage paths,covers delegated rate manager happy and fallback paths,EscrowV2 oracle and delegated rate manager coverage paths covers delegated rate manager happy and fallback paths,asserted behavior,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-180D616C9FF8,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > oracle and delegated rate manager coverage paths,clears delegated rate manager,EscrowV2 oracle and delegated rate manager coverage paths clears delegated rate manager,state transition,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-3EB6FC07DBDC,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > oracle and delegated rate manager coverage paths,returns zero when oracle adapter reverts (oracle halt),EscrowV2 oracle and delegated rate manager coverage paths returns zero when oracle adapter reverts (oracle halt),revert/error,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-574FA8B3AA96,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > oracle and delegated rate manager coverage paths,returns zero when oracle quote is invalid (oracle halt),EscrowV2 oracle and delegated rate manager coverage paths returns zero when oracle quote is invalid (oracle halt),revert/error,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-B356DD302B11,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > oracle and delegated rate manager coverage paths,returns zero when oracle timestamp is in the future (oracle halt),EscrowV2 oracle and delegated rate manager coverage paths returns zero when oracle timestamp is in the future (oracle halt),return value,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-719EC114CAB6,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > oracle and delegated rate manager coverage paths,returns zero when oracle quote is stale (oracle halt),EscrowV2 oracle and delegated rate manager coverage paths returns zero when oracle quote is stale (oracle halt),return value,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-31EECB8CFCDD,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > governance setters and pause,updates all owner-controlled config fields,EscrowV2 governance setters and pause updates all owner-controlled config fields,state transition,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-93ED7CCC85A1,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > view getters,returns stored values from all getter helpers,EscrowV2 view getters returns stored values from all getter helpers,return value,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-0589B3FC7CFB,test/escrowV2/escrowV2.oracleRates.spec.ts,EscrowV2 > #createDeposit with inline oracleRateConfig,sets oracle config during createDeposit and emits DepositOracleRateConfigSet,EscrowV2 #createDeposit with inline oracleRateConfig sets oracle config during createDeposit and emits DepositOracleRateConfigSet,event,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-9C94E83EF1B9,test/escrowV2/escrowV2.oracleRates.spec.ts,EscrowV2 > #createDeposit with inline oracleRateConfig,allows a zero fixed floor when inline oracle config is provided,EscrowV2 #createDeposit with inline oracleRateConfig allows a zero fixed floor when inline oracle config is provided,state transition,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-C59945065857,test/escrowV2/escrowV2.oracleRates.spec.ts,EscrowV2 > #createDeposit with inline oracleRateConfig,skips oracle config when adapter is zero address,EscrowV2 #createDeposit with inline oracleRateConfig skips oracle config when adapter is zero address,state transition,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-B281852EDC7B,test/escrowV2/escrowV2.oracleRates.spec.ts,EscrowV2 > #setOracleRateConfig,sets oracle config and computes spread floor,EscrowV2 #setOracleRateConfig sets oracle config and computes spread floor,return value,beforeEach:EscrowV2; beforeEach:EscrowV2 > #setOracleRateConfig; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-03EFCF416942,test/escrowV2/escrowV2.oracleRates.spec.ts,EscrowV2 > #setOracleRateConfig,supports negative spreads below market,EscrowV2 #setOracleRateConfig supports negative spreads below market,return value,beforeEach:EscrowV2; beforeEach:EscrowV2 > #setOracleRateConfig; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-864FE1DD2A38,test/escrowV2/escrowV2.oracleRates.spec.ts,EscrowV2 > #setOracleRateConfig,allows positive spreads above 10000 bps up to the int16 ceiling,EscrowV2 #setOracleRateConfig allows positive spreads above 10000 bps up to the int16 ceiling,return value,beforeEach:EscrowV2; beforeEach:EscrowV2 > #setOracleRateConfig; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-26B390D5D254,test/escrowV2/escrowV2.oracleRates.spec.ts,EscrowV2 > #setOracleRateConfig,"returns max(fixed, spread)","EscrowV2 #setOracleRateConfig returns max(fixed, spread)",return value,beforeEach:EscrowV2; beforeEach:EscrowV2 > #setOracleRateConfig; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-AF978E19FC08,test/escrowV2/escrowV2.oracleRates.spec.ts,EscrowV2 > #setOracleRateConfig,returns zero when oracle is stale (oracle halt),EscrowV2 #setOracleRateConfig returns zero when oracle is stale (oracle halt),return value,beforeEach:EscrowV2; beforeEach:EscrowV2 > #setOracleRateConfig; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-98DA61C4E526,test/escrowV2/escrowV2.oracleRates.spec.ts,EscrowV2 > #setOracleRateConfig,returns zero when oracle quote is invalid (oracle halt),EscrowV2 #setOracleRateConfig returns zero when oracle quote is invalid (oracle halt),revert/error,beforeEach:EscrowV2; beforeEach:EscrowV2 > #setOracleRateConfig; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-64EB01C8F82D,test/escrowV2/escrowV2.oracleRates.spec.ts,EscrowV2 > #setOracleRateConfig,returns zero when oracle timestamp is in the future (oracle halt),EscrowV2 #setOracleRateConfig returns zero when oracle timestamp is in the future (oracle halt),return value,beforeEach:EscrowV2; beforeEach:EscrowV2 > #setOracleRateConfig; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-1182901E35C5,test/escrowV2/escrowV2.oracleRates.spec.ts,EscrowV2 > #setOracleRateConfig,returns zero when oracle adapter reverts (oracle halt),EscrowV2 #setOracleRateConfig returns zero when oracle adapter reverts (oracle halt),revert/error,beforeEach:EscrowV2; beforeEach:EscrowV2 > #setOracleRateConfig; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-AA22E30DF891,test/escrowV2/escrowV2.oracleRates.spec.ts,EscrowV2 > #setOracleRateConfig,allows delegate to set config,EscrowV2 #setOracleRateConfig allows delegate to set config,state transition,beforeEach:EscrowV2; beforeEach:EscrowV2 > #setOracleRateConfig; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
